,Year_Site,Year_JulianDay_Site,Year_Round_Site,Site,Year_Round,Year,Year_JulianDay,HabitatType,Round,Flwr_Rich,Flwr_cov_perc,Bee_rich,Bee_abun,Abun_BB,Abun_SB,Notes,JulianDay,SumDD5,Treatment,YearMA,Treatment_Year,BterrAbun,BBAbun_notBterr,Blap,BBAbun_notBlap,LandscapeFlwrCov,LastYearAvgLFC,CumulativeLFC,LastYearCumulativeLFC
2312,2022_S8,2022_166_S8,2022_2_S8,S8,2022_2,2022,2022_166,Species Rich Grassland,2,9,0.11434841,3,3,2,1,,166,817.1,CIL,NA,CIL_NA,0,2,0,2,0.111666292,0.43990451,7.112838482,19.66197608
2319,2022_W10,2022_166_W10,2022_2_W10,W10,2022_2,2022,2022_166,Water Retention Site,2,10,0.04503882,7,22,1,21,,166,817.1,MA,2020,MA_2020,0,1,0,1,0.003077939,0.024579044,0.364262694,0.679440243
2380,2022_W9,2022_166_W9,2022_2_W9,W9,2022_2,2022,2022_166,Water Retention Site,2,10,0.098409102,2,4,0,4,,166,817.1,CIL,NA,CIL_NA,0,0,0,0,0.003266678,0.023400927,0.357569333,0.666745493
2047,2022_F1,2022_167_F1,2022_2_F1,F1,2022_2,2022,2022_167,Field Margin,2,3,0.00506832,0,0,0,0,,167,831.4,MA,2021,MA_2021,0,0,0,0,0.004326574,0.017765326,0.301943751,0.739716889
2069,2022_F16,2022_167_F16,2022_2_F16,F16,2022_2,2022,2022_167,Field Margin,2,3,0.034087007,1,1,1,0,,167,831.4,CIL,NA,CIL_NA,0,1,0,1,0.114279247,0.557657074,10.38222435,24.81093938
2192,2022_P20,2022_167_P20,2022_2_P20,P20,2022_2,2022,2022_167,Pasture,2,2,0.004216347,0,0,0,0,,167,831.4,MA,2020,MA_2020,0,0,0,0,0.075052626,0.324464186,6.798703161,14.49682326
2208,2022_P4,2022_167_P4,2022_2_P4,P4,2022_2,2022,2022_167,Pasture,2,7,0.115800956,4,8,7,1,,167,831.4,CIL,NA,CIL_NA,0,7,3,4,0.111951108,0.55539173,10.20497974,25.09325156
2234,2022_R11,2022_167_R11,2022_2_R11,R11,2022_2,2022,2022_167,Road Verge,2,11,0.436242905,4,13,11,2,,167,831.4,CIL,NA,CIL_NA,1,10,4,7,0.057818152,0.247822656,5.247251128,11.00918347
2253,2022_R18,2022_167_R18,2022_2_R18,R18,2022_2,2022,2022_167,Road Verge,2,11,0.037239343,5,14,9,5,,167,831.4,MA,2020,MA_2020,0,9,4,5,0.081008491,0.407640551,7.312217344,18.09233015
2299,2022_S4,2022_167_S4,2022_2_S4,S4,2022_2,2022,2022_167,Species Rich Grassland,2,16,0.744718868,4,19,19,0,,167,831.4,CIL,NA,CIL_NA,5,14,10,9,0.110230399,0.548756503,10.04824463,24.77616499
2062,2022_F14,2022_168_F14,2022_2_F14,F14,2022_2,2022,2022_168,Field Margin,2,9,0.075171615,2,3,3,0,,168,849.5,CIL,NA,CIL_NA,2,1,0,3,0.001319991,0.004366636,0.050664573,0.163103329
2072,2022_F17,2022_168_F17,2022_2_F17,F17,2022_2,2022,2022_168,Field Margin,2,7,0.111379756,4,7,1,6,,168,849.5,CIL,NA,CIL_NA,1,0,0,1,0.001723789,0.006035282,0.089149036,0.217516402
2089,2022_F22,2022_168_F22,2022_2_F22,F22,2022_2,2022,2022_168,Field Margin,2,7,0.09291702,5,11,3,8,,168,849.5,MA,2020,MA_2020,0,3,3,0,0.001801054,0.005956993,0.069135588,0.222531977
2225,2022_P9,2022_168_P9,2022_2_P9,P9,2022_2,2022,2022_168,Pasture,2,16,0.110803175,4,4,2,2,,168,849.5,MA,2020,MA_2020,0,2,1,1,0.033677587,0.216485682,4.535829804,9.473756025
2226,2022_R1,2022_168_R1,2022_2_R1,R1,2022_2,2022,2022_168,Road Verge,2,12,0.050970581,1,1,1,0,,168,849.5,CIL,NA,CIL_NA,0,1,0,1,0.031463191,0.201116419,4.18722255,8.85407771
2305,2022_S6,2022_168_S6,2022_2_S6,S6,2022_2,2022,2022_168,Species Rich Grassland,2,23,0.471469688,8,15,6,9,,168,849.5,CIL,NA,CIL_NA,1,5,3,3,0.053196002,0.315904648,5.959173234,14.12111871
2329,2022_W13,2022_168_W13,2022_2_W13,W13,2022_2,2022,2022_168,Water Retention Site,2,11,0.134528044,5,8,5,3,,168,849.5,MA,2020,MA_2020,0,5,3,2,0.030120698,0.188583423,3.957576115,8.284307701
2369,2022_W5,2022_168_W5,2022_2_W5,W5,2022_2,2022,2022_168,Water Retention Site,2,16,0.266731726,5,9,7,2,,168,849.5,CIL,NA,CIL_NA,0,7,3,4,0.036406266,0.235011957,4.939559134,10.31792754
2160,2022_P1,2022_169_P1,2022_2_P1,P1,2022_2,2022,2022_169,Pasture,2,7,0.187060613,1,6,6,0,,169,871.2,CIL,NA,CIL_NA,0,6,5,1,0.085036589,0.506966834,9.898143861,22.84311285
2270,2022_R4,2022_169_R4,2022_2_R4,R4,2022_2,2022,2022_169,Road Verge,2,17,0.070264192,1,2,0,2,,169,871.2,MA,2020,MA_2020,0,0,0,0,0.088639518,0.532116157,10.49255193,24.01443679
2361,2022_W3,2022_169_W3,2022_2_W3,W3,2022_2,2022,2022_169,Water Retention Site,2,20,0.6925345,10,21,12,9,,169,871.2,MA,2020,MA_2020,0,12,7,5,0.091756061,0.552982497,10.97361055,24.98639423
1917,2022_CF4,2022_171_CF4,2022_2_CF4,CF4,2022_2,2022,2022_171,Field Margin,2,3,0.121783868,2,7,0,7,,171,893.9,COL,NA,COL_NA,0,0,0,0,0.002087129,0.004521907,0.064828938,0.212123311
1923,2022_CF6,2022_171_CF6,2022_2_CF6,CF6,2022_2,2022,2022_171,Field Margin,2,7,0.044157477,0,0,0,0,,171,893.9,COL,NA,COL_NA,0,0,0,0,0.017214474,0.07031493,1.52060119,3.045566467
1990,2022_CR1,2022_171_CR1,2022_2_CR1,CR1,2022_2,2022,2022_171,Road Verge,2,6,0.018416955,4,4,0,4,,171,893.9,COL,NA,COL_NA,0,0,0,0,0.044072715,0.206006317,4.664100729,9.661958297
2020,2022_CW1,2022_171_CW1,2022_2_CW1,CW1,2022_2,2022,2022_171,Water Retention Site,2,14,0.259006442,3,5,3,2,,171,893.9,COL,NA,COL_NA,0,3,0,3,0.038385929,0.184253462,3.998010729,8.602478172
1902,2022_CF1,2022_172_CF1,2022_2_CF1,CF1,2022_2,2022,2022_172,Field Margin,2,14,7.14998167,7,20,5,15,,172,905.3,COL,NA,COL_NA,4,1,0,5,0.015831945,0.085427072,1.877238577,4.125569087
1914,2022_CF3,2022_172_CF3,2022_2_CF3,CF3,2022_2,2022,2022_172,Field Margin,2,13,1.032787487,5,8,5,3,,172,905.3,COL,NA,COL_NA,0,5,3,2,0.009444797,0.04196538,0.943503368,1.885751003
1961,2022_CP1,2022_172_CP1,2022_2_CP1,CP1,2022_2,2022,2022_172,Pasture,2,10,0.151359759,1,9,0,9,,172,905.3,COL,NA,COL_NA,0,0,0,0,0.039349575,0.195105302,4.440677513,9.483404295
1969,2022_CP3,2022_172_CP3,2022_2_CP3,CP3,2022_2,2022,2022_172,Pasture,2,3,0.0017785,0,0,0,0,,172,905.3,COL,NA,COL_NA,0,0,0,0,0.009990626,0.048609807,1.14502934,2.421816371
1997,2022_CR2,2022_172_CR2,2022_2_CR2,CR2,2022_2,2022,2022_172,Road Verge,2,8,0.135748727,1,1,1,0,,172,905.3,COL,NA,COL_NA,0,1,0,1,0.052547934,0.230291235,5.394514839,11.03244358
2006,2022_CR5,2022_172_CR5,2022_2_CR5,CR5,2022_2,2022,2022_172,Road Verge,2,9,0.009276113,1,1,0,1,,172,905.3,COL,NA,COL_NA,0,0,0,0,0.006945447,0.029774737,0.689273677,1.368117198
2032,2022_CW4,2022_172_CW4,2022_2_CW4,CW4,2022_2,2022,2022_172,Water Retention Site,2,14,0.262861862,4,10,9,1,,172,905.3,COL,NA,COL_NA,3,6,5,4,0.006226638,0.025850978,0.580502372,1.12945819
2079,2022_F2,2022_172_F2,2022_2_F2,F2,2022_2,2022,2022_172,Field Margin,2,17,0.030495391,3,3,0,3,,172,905.3,CIL,NA,CIL_NA,0,0,0,0,0.009897159,0.034545062,0.775455327,1.658529406
1913,2022_CF13,2022_173_CF13,2022_2_CF13,CF13,2022_2,2022,2022_173,Field Margin,2,4,0.014858875,0,0,0,0,,173,920.9,COL,NA,COL_NA,0,0,0,0,0.004281358,0.017858576,0.436908472,0.890581169
2025,2022_CW11,2022_173_CW11,2022_2_CW11,CW11,2022_2,2022,2022_173,Water Retention Site,2,14,0.111138282,4,4,1,3,,173,920.9,COL,NA,COL_NA,0,1,0,1,0.004902523,0.020358996,0.500178148,1.009873758
2057,2022_F12,2022_173_F12,2022_2_F12,F12,2022_2,2022,2022_173,Field Margin,2,5,0.05948889,0,0,0,0,,173,920.9,CIL,NA,CIL_NA,0,0,0,0,0.010569483,0.067590509,1.309376103,3.074200769
2166,2022_P11,2022_173_P11,2022_2_P11,P11,2022_2,2022,2022_173,Pasture,2,12,0.446141357,3,5,5,0,,173,920.9,CIL,NA,CIL_NA,0,5,3,2,0.066708664,0.312067088,7.279200602,14.6792317
2171,2022_P12,2022_173_P12,2022_2_P12,P12,2022_2,2022,2022_173,Pasture,2,14,0.163849546,2,2,0,2,,173,920.9,CIL,NA,CIL_NA,0,0,0,0,0.089723448,0.467912474,10.12877245,21.83203378
2221,2022_P8,2022_173_P8,2022_2_P8,P8,2022_2,2022,2022_173,Pasture,2,3,0.094930773,1,1,1,0,,173,920.9,MA,2020,MA_2020,0,1,0,1,0.057167693,0.244416604,5.614124147,11.43134963
2235,2022_R12,2022_173_R12,2022_2_R12,R12,2022_2,2022,2022_173,Road Verge,2,7,0.010700595,0,0,0,0,,173,920.9,MA,2020,MA_2020,0,0,0,0,0.085925007,0.446909446,9.671402962,20.85401325
2266,2022_R3,2022_173_R3,2022_2_R3,R3,2022_2,2022,2022_173,Road Verge,2,1,0.0088,0,0,0,0,,173,920.9,CIL,NA,CIL_NA,0,0,0,0,0.062544532,0.267595929,5.902775933,12.42616496
2292,2022_S2,2022_173_S2,2022_2_S2,S2,2022_2,2022,2022_173,Species Rich Grassland,2,14,0.125090393,1,1,0,1,,173,920.9,CIL,NA,CIL_NA,0,0,0,0,0.098392191,0.434610145,8.630511971,19.7216175
1920,2022_CF5,2022_174_CF5,2022_2_CF5,CF5,2022_2,2022,2022_174,Field Margin,2,5,0.014354093,0,0,0,0,,174,939.6,COL,NA,COL_NA,0,0,0,0,0.022544077,0.09995274,2.34262837,4.747352852
1926,2022_CF7,2022_174_CF7,2022_2_CF7,CF7,2022_2,2022,2022_174,Field Margin,2,10,0.108861997,4,6,4,2,,174,939.6,COL,NA,COL_NA,0,4,1,3,0.004740212,0.022426125,0.545002948,1.160038749
1965,2022_CP2,2022_174_CP2,2022_2_CP2,CP2,2022_2,2022,2022_174,Pasture,2,4,0.043908179,0,0,0,0,,174,939.6,COL,NA,COL_NA,0,0,0,0,0.056634724,0.203904762,4.469881033,9.257270821
1981,2022_CP7,2022_174_CP7,2022_2_CP7,CP7,2022_2,2022,2022_174,Pasture,2,9,0.457145506,2,3,2,1,,174,939.6,COL,NA,COL_NA,0,2,2,0,0.032807957,0.136467334,3.173863467,6.373633462
1983,2022_CP8,2022_174_CP8,2022_2_CP8,CP8,2022_2,2022,2022_174,Pasture,2,4,0.036726078,0,0,0,0,,174,939.6,COL,NA,COL_NA,0,0,0,0,0.065766105,0.255137193,5.480097911,11.61666441
1998,2022_CR3,2022_174_CR3,2022_2_CR3,CR3,2022_2,2022,2022_174,Road Verge,2,8,0.024552942,1,2,2,0,,174,939.6,COL,NA,COL_NA,0,2,2,0,0.001327152,0.004163803,0.116289667,0.345298862
2003,2022_CR4,2022_174_CR4,2022_2_CR4,CR4,2022_2,2022,2022_174,Road Verge,2,14,0.152626125,1,1,0,1,,174,939.6,COL,NA,COL_NA,0,0,0,0,0.003299232,0.013607203,0.329048163,0.62134816
2028,2022_CW2,2022_174_CW2,2022_2_CW2,CW2,2022_2,2022,2022_174,Water Retention Site,2,10,0.100990615,0,0,0,0,,174,939.6,COL,NA,COL_NA,0,0,0,0,0.022492241,0.09393399,2.195664504,4.389009381
2297,2022_S3,2022_175_S3,2022_2_S3,S3,2022_2,2022,2022_175,Species Rich Grassland,2,17,0.347767324,7,46,31,15,,175,953.8,CIL,NA,CIL_NA,0,31,9,22,0.090283587,0.340496568,7.581152936,16.63553856
2064,2022_F15,2022_178_F15,2022_2_F15,F15,2022_2,2022,2022_178,Field Margin,2,15,0.383275194,7,11,0,11,,178,992,CIL,NA,CIL_NA,0,0,0,0,0.018229527,0.065496068,1.25098426,3.142672839
2185,2022_P19,2022_178_P19,2022_2_P19,P19,2022_2,2022,2022_178,Pasture,2,15,0.740699909,4,16,11,5,,178,992,CIL,NA,CIL_NA,0,11,10,1,0.117275191,0.286329476,7.670513783,16.18577258
1986,2022_CP9,2022_179_CP9,2022_2_CP9,CP9,2022_2,2022,2022_179,Pasture,2,4,0.159601623,2,4,4,0,,179,1005.7,COL,NA,COL_NA,0,4,2,2,0.009324614,0.021708284,0.613203447,1.226475867
2007,2022_CR6,2022_179_CR6,2022_2_CR6,CR6,2022_2,2022,2022_179,Road Verge,2,9,0.025143787,0,0,0,0,,179,1005.7,COL,NA,COL_NA,0,0,0,0,0.009348153,0.021732287,0.614267588,1.229031829
2010,2022_CR7,2022_179_CR7,2022_2_CR7,CR7,2022_2,2022,2022_179,Road Verge,2,2,0.041233311,2,3,2,1,,179,1005.7,COL,NA,COL_NA,2,0,0,2,0.005345096,0.012711619,0.388927978,0.691575065
2060,2022_F13,2022_179_F13,2022_2_F13,F13,2022_2,2022,2022_179,Field Margin,2,1,1.072904,6,57,57,0,,179,1005.7,MA,2020,MA_2020,1,56,14,43,0.007691381,0.02163366,0.674846982,1.084825111
2165,2022_P10,2022_179_P10,2022_2_P10,P10,2022_2,2022,2022_179,Pasture,2,11,0.48836785,3,10,10,0,,179,1005.7,MA,2020,MA_2020,0,10,2,8,0.014567392,0.03456277,1.092346186,1.910887898
2347,2022_W19,2022_179_W19,2022_2_W19,W19,2022_2,2022,2022_179,Water Retention Site,2,9,0.142814266,2,2,2,0,,179,1005.7,MA,2020,MA_2020,1,1,1,1,0.014279513,0.030065747,0.973433782,1.798404688
2378,2022_W8,2022_179_W8,2022_2_W8,W8,2022_2,2022,2022_179,Water Retention Site,2,4,0.002858587,2,8,0,8,,179,1005.7,CIL,NA,CIL_NA,0,0,0,0,0.009327397,0.019444891,0.628685227,1.169192162
2077,2022_F19,2022_180_F19,2022_2_F19,F19,2022_2,2022,2022_180,Field Margin,2,8,0.059182039,1,1,0,1,,180,1022,CIL,NA,CIL_NA,0,0,0,0,0.031802166,0.057113505,2.053611358,3.920484516
2256,2022_R19,2022_180_R19,2022_2_R19,R19,2022_2,2022,2022_180,Road Verge,2,23,0.770452863,8,74,62,12,,180,1022,CIL,NA,CIL_NA,0,62,58,4,0.137907753,0.259762489,9.062285238,17.7087948
2260,2022_R2,2022_180_R2,2022_2_R2,R2,2022_2,2022,2022_180,Road Verge,2,14,0.063932326,2,3,0,3,,180,1022,MA,2020,MA_2020,0,0,0,0,0.161575607,0.293942541,10.69613392,20.44838454
2288,2022_S1,2022_180_S1,2022_2_S1,S1,2022_2,2022,2022_180,Species Rich Grassland,2,19,1.393901614,8,68,53,15,,180,1022,CIL,NA,CIL_NA,0,53,52,1,0.1340542,0.252706772,8.807093482,17.22867863
2371,2022_W6,2022_180_W6,2022_2_W6,W6,2022_2,2022,2022_180,Water Retention Site,2,8,0.207517419,2,3,0,3,,180,1022,CIL,NA,CIL_NA,0,0,0,0,0.12620836,0.219612887,8.334530383,15.67839151
2375,2022_W7,2022_180_W7,2022_2_W7,W7,2022_2,2022,2022_180,Water Retention Site,2,13,0.697168295,3,14,13,1,,180,1022,MA,2020,MA_2020,0,13,5,8,0.046145598,0.078054101,3.01111227,5.674277296
2217,2022_P7,2022_181_P7,2022_2_P7,P7,2022_2,2022,2022_181,Pasture,2,8,0.155315492,3,6,5,1,,181,1034.7,CIL,NA,CIL_NA,0,5,2,3,0.013208212,0.06565688,2.444144263,4.631116956
2356,2022_W21,2022_181_W21,2022_2_W21,W21,2022_2,2022,2022_181,Water Retention Site,2,11,0.045868034,0,0,0,0,,181,1034.7,MA,2020,MA_2020,0,0,0,0,0.014629164,0.055062063,2.144711291,4.048890835
1906,2022_CF10,2022_183_CF10,2022_3_CF10,CF10,2022_3,2022,2022_183,Field Margin,3,2,0.006122489,0,0,0,0,,183,1060.2,COL,NA,COL_NA,0,0,0,0,0.037164769,0.119004977,3.129758206,6.805495423
1930,2022_CF8,2022_183_CF8,2022_3_CF8,CF8,2022_3,2022,2022_183,Field Margin,3,13,0.125943114,4,10,8,2,,183,1060.2,COL,NA,COL_NA,0,8,6,2,0.038101127,0.118600617,3.821636262,7.90960161
1962,2022_CP10,2022_183_CP10,2022_3_CP10,CP10,2022_3,2022,2022_183,Pasture,3,5,0.041701124,1,1,0,1,,183,1060.2,COL,NA,COL_NA,0,0,0,0,0.095505004,0.318186961,9.417073183,19.92721504
1974,2022_CP5,2022_183_CP5,2022_3_CP5,CP5,2022_3,2022,2022_183,Pasture,3,8,0.070959096,2,2,1,1,,183,1060.2,COL,NA,COL_NA,0,1,1,0,0.055536363,0.156384569,5.024554909,10.12871731
1992,2022_CR10,2022_183_CR10,2022_3_CR10,CR10,2022_3,2022,2022_183,Road Verge,3,5,0.017599253,2,2,0,2,,183,1060.2,COL,NA,COL_NA,0,0,0,0,0.007972497,0.021594257,1.007757066,1.888772042
2022,2022_CW10,2022_183_CW10,2022_3_CW10,CW10,2022_3,2022,2022_183,Water Retention Site,3,26,0.329303796,4,7,4,3,,183,1060.2,COL,NA,COL_NA,0,4,3,1,0.033069756,0.096840779,3.096389935,6.418798679
2038,2022_CW7,2022_183_CW7,2022_3_CW7,CW7,2022_3,2022,2022_183,Water Retention Site,3,13,0.128675641,5,10,0,10,,183,1060.2,COL,NA,COL_NA,0,0,0,0,0.016638878,0.045432049,1.45833381,2.996791861
2275,2022_R6,2022_183_R6,2022_3_R6,R6,2022_3,2022,2022_183,Road Verge,3,13,0.042811764,4,8,1,7,,183,1060.2,MA,2020,MA_2020,0,1,0,1,0.035540336,0.120269046,6.022258956,11.26901226
1972,2022_CP4,2022_184_CP4,2022_3_CP4,CP4,2022_3,2022,2022_184,Pasture,3,6,0.384791741,2,5,2,3,,184,1073.4,COL,NA,COL_NA,0,2,0,2,0.054937339,0.169138988,8.842390431,16.4537174
1979,2022_CP6,2022_184_CP6,2022_3_CP6,CP6,2022_3,2022,2022_184,Pasture,3,0,0,0,0,0,0,,184,1073.4,COL,NA,COL_NA,0,0,0,0,0.034442232,0.109346817,4.994412285,9.563391919
2041,2022_CW8,2022_184_CW8,2022_3_CW8,CW8,2022_3,2022,2022_184,Water Retention Site,3,8,0.05201404,1,3,3,0,,184,1073.4,COL,NA,COL_NA,0,3,3,0,0.038282465,0.106222639,3.645841908,6.8768538
2045,2022_CW9,2022_184_CW9,2022_3_CW9,CW9,2022_3,2022,2022_184,Water Retention Site,3,12,0.266447426,3,4,3,1,,184,1073.4,COL,NA,COL_NA,0,3,2,1,0.011415361,0.022586089,0.930453851,1.480577446
2049,2022_F10,2022_184_F10,2022_3_F10,F10,2022_3,2022,2022_184,Field Margin,3,3,0.07265637,1,1,0,1,,184,1073.4,CIL,NA,CIL_NA,0,0,0,0,0.009308093,0.031844082,1.201296888,2.299097976
2053,2022_F11,2022_184_F11,2022_3_F11,F11,2022_3,2022,2022_184,Field Margin,3,3,0.00288952,1,1,0,1,,184,1073.4,CIL,NA,CIL_NA,0,0,0,0,0.000565707,0.002616109,0.063702797,0.166573345
2104,2022_F7,2022_184_F7,2022_3_F7,F7,2022_3,2022,2022_184,Field Margin,3,6,0.471457253,3,23,23,0,,184,1073.4,MA,2020,MA_2020,0,23,8,15,0.049129566,0.153672574,7.391654618,13.95711922
2277,2022_R7,2022_184_R7,2022_3_R7,R7,2022_3,2022,2022_184,Road Verge,3,6,0.011901624,0,0,0,0,,184,1073.4,MA,2020,MA_2020,0,0,0,0,0.074457469,0.262791692,5.396611672,12.56969924
2311,2022_S8,2022_184_S8,2022_3_S8,S8,2022_3,2022,2022_184,Species Rich Grassland,3,18,0.069751479,3,6,5,1,,184,1073.4,CIL,NA,CIL_NA,0,5,4,1,0.116612269,0.411006121,8.435778153,19.66197608
2013,2022_CR8,2022_185_CR8,2022_3_CR8,CR8,2022_3,2022,2022_185,Road Verge,3,12,0.172236938,1,3,0,3,,185,1086.8,COL,NA,COL_NA,0,0,0,0,0.005917836,0.016750722,0.576841123,0.955680891
2017,2022_CR9,2022_185_CR9,2022_3_CR9,CR9,2022_3,2022,2022_185,Road Verge,3,17,0.086902551,3,3,1,2,,185,1086.8,COL,NA,COL_NA,0,1,0,1,0.010687856,0.031622129,1.322890533,2.357123778
2036,2022_CW5,2022_185_CW5,2022_3_CW5,CW5,2022_3,2022,2022_185,Water Retention Site,3,15,0.337008915,5,19,11,8,,185,1086.8,COL,NA,COL_NA,0,11,2,9,0.006904881,0.022139406,0.619537858,1.113179687
2110,2022_F9,2022_185_F9,2022_3_F9,F9,2022_3,2022,2022_185,Field Margin,3,3,0.497522144,2,10,10,0,,185,1086.8,CIL,NA,CIL_NA,0,10,9,1,0.009066717,0.030248634,0.838495558,1.595131855
2203,2022_P24,2022_185_P24,2022_3_P24,P24,2022_3,2022,2022_185,Pasture,3,11,0.086273783,1,1,1,0,,185,1086.8,MA,2020,MA_2020,0,1,0,1,0.116154403,0.425412411,8.515295607,19.57924351
2364,2022_W4,2022_185_W4,2022_3_W4,W4,2022_3,2022,2022_185,Water Retention Site,3,16,0.086089072,0,0,0,0,,185,1086.8,MA,2020,MA_2020,0,0,0,0,0.024121398,0.082006529,1.995441222,4.069721761
1933,2022_CF9,2022_186_CF9,2022_3_CF9,CF9,2022_3,2022,2022_186,Field Margin,3,4,0.0108863,0,0,0,0,,186,1099.3,COL,NA,COL_NA,0,0,0,0,0.015035498,0.039798508,2.105625033,3.878059174
1937,2022_CH1,2022_186_CH1,2022_3_CH1,CH1,2022_3,2022,2022_186,Hedge,3,3,0.07255182,2,4,4,0,,186,1099.3,COL,NA,COL_NA,3,1,1,3,0.008698141,0.024885516,1.204661227,2.254043008
1939,2022_CH2,2022_186_CH2,2022_3_CH2,CH2,2022_3,2022,2022_186,Hedge,3,1,0.04712389,0,0,0,0,,186,1099.3,COL,NA,COL_NA,0,0,0,0,0.013825712,0.037668972,1.910308715,3.534899618
1941,2022_CH4,2022_186_CH4,2022_3_CH4,CH4,2022_3,2022,2022_186,Hedge,3,3,0.009942892,1,1,0,1,,186,1099.3,COL,NA,COL_NA,0,0,0,0,0.010061711,0.028974336,1.358972791,2.541875938
2093,2022_F3,2022_186_F3,2022_3_F3,F3,2022_3,2022,2022_186,Field Margin,3,2,0.003599716,0,0,0,0,,186,1099.3,MA,2021,MA_2021,0,0,0,0,0.05162952,0.153417803,6.082335595,11.61919624
2095,2022_F4,2022_186_F4,2022_3_F4,F4,2022_3,2022,2022_186,Field Margin,3,11,1.537057439,7,31,24,7,,186,1099.3,MA,2021,MA_2021,1,23,6,18,0.006424727,0.019442062,0.883510478,1.677772774
2097,2022_F5,2022_186_F5,2022_3_F5,F5,2022_3,2022,2022_186,Field Margin,3,14,0.963039016,8,41,32,9,,186,1099.3,MA,2021,MA_2021,0,32,6,26,0.01828271,0.050627754,2.504612992,4.651984853
2112,2022_H1,2022_186_H1,2022_3_H1,H1,2022_3,2022,2022_186,Hedge,3,5,0.013310722,0,0,0,0,,186,1099.3,CIL,NA,CIL_NA,0,0,0,0,0.077237278,0.232537725,9.044207018,17.49944854
2115,2022_H10,2022_186_H10,2022_3_H10,H10,2022_3,2022,2022_186,Hedge,3,1,0.006534905,1,1,0,1,,186,1099.3,MA,2020,MA_2020,0,0,0,0,0.032233926,0.089315522,4.395849985,8.19727987
2131,2022_H15,2022_186_H15,2022_3_H15,H15,2022_3,2022,2022_186,Hedge,3,5,0.011593563,0,0,0,0,,186,1099.3,MA,2020,MA_2020,0,0,0,0,0.003239781,0.013214517,0.316679549,0.62007156
2150,2022_H6,2022_186_H6,2022_3_H6,H6,2022_3,2022,2022_186,Hedge,3,3,0.010447917,0,0,0,0,,186,1099.3,CIL,NA,CIL_NA,0,0,0,0,0.069326737,0.189003846,9.245053424,17.22223856
2153,2022_H7,2022_186_H7,2022_3_H7,H7,2022_3,2022,2022_186,Hedge,3,4,0.026746062,1,1,0,1,,186,1099.3,CIL,NA,CIL_NA,0,0,0,0,0.011981884,0.03189604,1.686475145,3.120160868
2154,2022_H8,2022_186_H8,2022_3_H8,H8,2022_3,2022,2022_186,Hedge,3,2,0.051316447,0,0,0,0,,186,1099.3,CIL,NA,CIL_NA,0,0,0,0,0.046571901,0.141750069,5.531559921,10.70775435
2157,2022_H9,2022_186_H9,2022_3_H9,H9,2022_3,2022,2022_186,Hedge,3,3,0.012341826,0,0,0,0,,186,1099.3,MA,2020,MA_2020,0,0,0,0,0.069458347,0.179502154,9.814422544,18.02455762
2189,2022_P2,2022_186_P2,2022_3_P2,P2,2022_3,2022,2022_186,Pasture,3,0,0,0,0,0,0,,186,1099.3,CIL,NA,CIL_NA,0,0,0,0,0.029920844,0.082244244,3.98981006,7.400877731
2194,2022_P21,2022_186_P21,2022_3_P21,P21,2022_3,2022,2022_186,Pasture,3,6,0.356496761,5,11,10,1,,186,1099.3,CIL,NA,CIL_NA,1,9,3,7,0.014291874,0.040259814,1.953352955,3.636764291
2243,2022_R14,2022_186_R14,2022_3_R14,R14,2022_3,2022,2022_186,Road Verge,3,3,0.001740301,0,0,0,0,,186,1099.3,MA,2020,MA_2020,0,0,0,0,0.00752843,0.022562135,0.995581008,1.847239228
2248,2022_R16,2022_186_R16,2022_3_R16,R16,2022_3,2022,2022_186,Road Verge,3,15,0.276920224,8,23,17,6,,186,1099.3,MA,2020,MA_2020,8,9,4,13,0.020646557,0.078117835,1.872550973,4.084316965
2358,2022_W22,2022_186_W22,2022_3_W22,W22,2022_3,2022,2022_186,Water Retention Site,3,11,0.140185815,1,1,1,0,,186,1099.3,CIL,NA,CIL_NA,0,1,0,1,0.011189418,0.030474806,1.502690562,2.727090846
1944,2022_CH5,2022_187_CH5,2022_3_CH5,CH5,2022_3,2022,2022_187,Hedge,3,2,0.01249584,0,0,0,0,,187,1111.1,COL,NA,COL_NA,0,0,0,0,0.005931026,NA,0.502310467,0.955430267
1949,2022_CH6,2022_187_CH6,2022_3_CH6,CH6,2022_3,2022,2022_187,Hedge,3,8,0.102690966,1,1,0,1,,187,1111.1,COL,NA,COL_NA,0,0,0,0,0.008100886,NA,0.748820492,1.292022511
2119,2022_H11,2022_187_H11,2022_3_H11,H11,2022_3,2022,2022_187,Hedge,3,3,0.011468667,3,5,2,3,,187,1111.1,MA,2020,MA_2020,0,2,0,2,0.041409652,NA,6.329570827,12.22840168
2126,2022_H13,2022_187_H13,2022_3_H13,H13,2022_3,2022,2022_187,Hedge,3,3,0.067062861,1,1,0,1,,187,1111.1,MA,2020,MA_2020,0,0,0,0,0.007468076,NA,0.695212672,1.277319682
2134,2022_H16,2022_187_H16,2022_3_H16,H16,2022_3,2022,2022_187,Hedge,3,4,0.005605559,1,1,0,1,,187,1111.1,MA,2020,MA_2020,0,0,0,0,0.062319454,NA,9.350333789,18.68355016
2142,2022_H4,2022_187_H4,2022_3_H4,H4,2022_3,2022,2022_187,Hedge,3,2,0.029684365,2,2,1,1,,187,1111.1,CIL,NA,CIL_NA,0,1,0,1,0.039607437,NA,6.177156928,11.7169216
